Epoch,Train Dice Score,Val Dice Score,Train IoU,Val IoU,Train Precision,Val Precision,Train Recall,Val Recall,Train F1 Score,Val F1 Score,Train Accuracy,Val Accuracy,Train MAE,Val MAE,Train MSE,Val MSE,Epoch Time,Train BCE Loss,Val BCE Loss,Train Dice Loss,Val Dice Loss,Avg Prediction Time,Total Prediction Time
1,0.7826770679992753,0.9112050394327282,0.39133853399963764,0.4556025197163641,0.8140840708703467,0.9268953530778958,0.7690248164227586,0.8968393446853387,0.7826770630848318,0.9112050344364372,0.9545194529523755,0.9842604579533999,0.04548054617933101,0.015739541741148118,0.04548054617933101,0.015739541741148118,104.05201721191406,0.1846486665825877,0.06618273582669996,0.4725523450308376,0.08879495820691509,0.0001532644739357254,0.2976396083831787
2,0.9096664405944244,0.9309590744269906,0.4548332202972122,0.4654795372134953,0.9188585510571836,0.9466216624450788,0.9013290605829195,0.9166133586054557,0.9096664355967606,0.9309590694305636,0.9825788517190954,0.9876505223607038,0.017421147870158568,0.01234947747340606,0.017421147870158568,0.01234947747340606,103.31648564338684,0.05968462311041852,0.04118990026895077,0.205338042229414,0.06904092527204944,3.775153174827568e-05,0.07331347465515137
3,0.929513951241478,0.944322257264024,0.464756975620739,0.472161128632012,0.9356610680330204,0.9552075025126802,0.9238696320018652,0.9344069979776334,0.9295139462428064,0.9443222522666338,0.9863584884489427,0.9899774080427511,0.013641511161242507,0.0100225918445616,0.013641511161242507,0.0100225918445616,103.49601626396179,0.04267927036724157,0.031085279139299548,0.13941231411364344,0.05567774272734119,3.776479086596001e-05,0.07333922386169434
4,0.9425815832745931,0.9476713039091427,0.47129079163729654,0.47383565195457134,0.9472569381995876,0.9348409749863018,0.9382412668548559,0.9614554304927707,0.942581578275456,0.9476712989117259,0.9888698897698913,0.9902700528231531,0.01113010996616342,0.00972994699353172,0.01113010996616342,0.00972994699353172,103.31795597076416,0.03415160337721722,0.02895837950129663,0.10855445431338416,0.052328692328545354,3.780567314548669e-05,0.07341861724853516
5,0.948661420241295,0.9475619120542396,0.4743307101206475,0.4737809560271198,0.9527233956791906,0.9654148968874219,0.9449719284120572,0.9307164914389092,0.9486614152422531,0.9475619070568793,0.9900480586350562,0.9905718045500366,0.009951941161287121,0.009428195249769957,0.009951941161287121,0.009428195249769957,103.55509638786316,0.030460859493662912,0.02781112840579402,0.09462332849701245,0.05243808223355201,3.6710322701231215e-05,0.07129144668579102
6,0.952432588188668,0.9475675222306598,0.476216294094334,0.4737837611153299,0.9556099648797218,0.9788696083855296,0.9495518752277476,0.9189358747546159,0.9524325831894218,0.9475675172378628,0.9907636418968738,0.9908038705954454,0.009236357902409509,0.009196129251992511,0.009236357902409509,0.009196129251992511,103.54268765449524,0.028136063871594768,0.027667211458807992,0.08658183531628715,0.0524324813196736,3.5434746472155396e-05,0.06881427764892578
7,0.9567750887958313,0.9576788638537109,0.47838754439791564,0.47883943192685546,0.9596176967776644,0.949935904227323,0.9543031448214236,0.966338243893459,0.9567750837967726,0.9576788588562102,0.9916004481460104,0.9920815315134714,0.008399551650250537,0.007918468308484843,0.008399551650250537,0.007918468308484843,103.45462036132812,0.025764560766725078,0.023803826451541915,0.07904871470398372,0.04232113015267157,3.828594785271909e-05,0.07435131072998047
8,0.9611065397088319,0.9534602599843403,0.48055326985441593,0.4767301299921701,0.9631808518944456,0.9579167515226921,0.9591596691296344,0.9498452347915215,0.9611065347091342,0.9534602549865959,0.9924473448474002,0.991440524551526,0.0075526549933581716,0.008559475322404215,0.0075526549933581716,0.008559475322404215,103.51177144050598,0.023540800346785948,0.025343991755958525,0.07197799161076546,0.04653973925498224,3.7004355912842045e-05,0.07186245918273926
9,0.9625558033772459,0.9519866451723406,0.48127790168862294,0.4759933225861703,0.9645254524547582,0.9284596344862244,0.9607224237547332,0.977180778878789,0.9625557983775699,0.9519866401767961,0.992725654370857,0.9909285774119085,0.007274345475404213,0.009071422410347769,0.007274345475404213,0.009071422410347769,103.41718530654907,0.022879439742407866,0.027768222765336113,0.06987669029169613,0.04801335834687756,3.64306535337784e-05,0.07074832916259766
10,0.9638971547980637,0.9599471002950337,0.48194857739903185,0.47997355014751686,0.9659950786524063,0.9548298844345937,0.9619637147078419,0.965490490646058,0.963897149798461,0.9599470952961229,0.9929885744807696,0.9926591102398735,0.007011425370971362,0.007340889649405595,0.007011425370971362,0.007340889649405595,103.55521750450134,0.022015311431864068,0.0227466119273055,0.0669303217695819,0.040052892700318365,3.727457182046437e-05,0.0723872184753418
11,0.966065382854803,0.9616313245531581,0.4830326914274015,0.48081566227657907,0.9682727587091038,0.9644192894042702,0.9639638080430566,0.9592185662330944,0.9660653778550472,0.9616313195541153,0.9934105867328061,0.9930164397566902,0.006589413116065164,0.006983560104403765,0.006589413116065164,0.006983560104403765,103.45990538597107,0.021006262680101726,0.021472722171775756,0.06401016645961338,0.03836867117112683,3.652751875463892e-05,0.07093644142150879
12,0.9656749116998916,0.9538015715467212,0.4828374558499458,0.4769007857733606,0.9679179002322138,0.9650533003224587,0.9635872111785856,0.9432580427854373,0.965674906700265,0.9538015665485754,0.993335167855927,0.9916164973194649,0.006664832006208599,0.008383502575358557,0.006664832006208599,0.008383502575358557,103.66962218284607,0.021174763368132215,0.025166519106395783,0.0640355824596352,0.04619842767715454,3.9899631582745317e-05,0.0774850845336914
13,0.9664132292482868,0.9627269833703382,0.4832066146241434,0.4813634916851691,0.968550039315303,0.9661101522452934,0.9643979328837133,0.9598075236142857,0.966413224248572,0.9627269783715543,0.9934732652914645,0.9931499868264296,0.006526734569989558,0.006850013028710119,0.006526734569989558,0.006850013028710119,103.566819190979,0.020868778784966305,0.021435277806895393,0.06290426519181994,0.03727301666813512,3.818478569557198e-05,0.07415485382080078
14,0.9686667820793651,0.949310119199756,0.48433339103968254,0.474655059599878,0.9706938215977501,0.9672847768351772,0.9667513006806683,0.9325213607195574,0.9686667770796227,0.9493101142028724,0.993913684035792,0.9908442164446248,0.006086315840042921,0.009155783306566937,0.006086315840042921,0.009155783306566937,103.67279505729675,0.019679241749044094,0.027638567912001765,0.059721759210030236,0.05068988377048123,3.6576135519481464e-05,0.07103085517883301
15,0.9682213580252808,0.9548487755586538,0.4841106790126404,0.4774243877793269,0.969863457984188,0.9465226624861062,0.9666750363729937,0.9643471979363776,0.9682213530254989,0.9548487705618486,0.9938215340508358,0.9914897965685714,0.006178465820590241,0.00851020326597556,0.006178465820590241,0.00851020326597556,103.64813137054443,0.019898615680479754,0.024964216375543226,0.060316119343042374,0.04515122405944332,3.7483034615168e-05,0.07279205322265625
16,0.9696509581828379,0.9637597850665917,0.48482547909141893,0.48187989253329583,0.9715553512793291,0.9530849885935978,0.9678900606982163,0.9750205223815089,0.9696509531831788,0.9637597800681429,0.9941019640065202,0.9932405927104332,0.005898035829886794,0.006759407126434868,0.005898035829886794,0.006759407126434868,103.63794565200806,0.019177300836114835,0.021977664602379644,0.05822592394219504,0.03624021430169382,3.9491913713952175e-05,0.07669329643249512
