Epoch,Train Dice Score,Val Dice Score,Train IoU,Val IoU,Train Precision,Val Precision,Train Recall,Val Recall,Train F1 Score,Val F1 Score,Train Accuracy,Val Accuracy,Train MAE,Val MAE,Train MSE,Val MSE,Epoch Time,Train BCE Loss,Val BCE Loss,Train Dice Loss,Val Dice Loss,Avg Train FPS,Avg Val FPS,Avg Prediction Time,Total Prediction Time
11,0.9644284264814968,0.8762618358475344,0.9316123448736844,0.7970633304692643,0.9605764246830987,0.9289772610918274,0.9685645198108148,0.8512886401756435,0.9644284214806429,0.8762618309466048,0.9977928791887125,0.9915547839506174,0.0022071208031515456,0.008445215963486892,0.0022071208031515456,0.008445215963486892,42.452762842178345,0.006266648505282189,0.03217839623102918,0.06086821470941816,0.123738165696462,18.27069269830756,17.417171654673332,0.008783499399820963,0.2635049819946289
12,0.9649572141602476,0.8938372845739561,0.9327373059021785,0.8171644860824682,0.9600729645726276,0.9265400968866329,0.970154688396058,0.8752656945662894,0.9649572091594806,0.8938372796177395,0.9978471119929448,0.9924886831275719,0.002152888018255388,0.00751131684325325,0.002152888018255388,0.00751131684325325,41.121222734451294,0.00605739972920024,0.026843639742583036,0.05776624253817967,0.1061627189318339,16.573131616170205,17.18186730229415,0.007289902369181315,0.21869707107543945
13,0.9657275073318422,0.8883186942616502,0.9341625425029779,0.8067590093232548,0.9622904253292579,0.9322323587497127,0.969626436858115,0.8580398337087941,0.9657275023314603,0.8883186893017428,0.9978584656084658,0.9923976337448559,0.0021415343765901138,0.007602366215238968,0.0021415343765901138,0.007602366215238968,42.47086715698242,0.005993242585100233,0.029427015866773824,0.055913705485207695,0.11168131232261658,18.1777548837025,17.67473677689938,0.007970603307088216,0.23911809921264648
14,0.9684865880449097,0.8601518251778041,0.9392218628675502,0.7800486794625008,0.9658956130882753,0.9185386583929033,0.9713546030810828,0.8393352054324585,0.9684865830440325,0.8601518203285448,0.9979742063492064,0.9912492283950616,0.0020257936499547212,0.008750771655468271,0.0020257936499547212,0.008750771655468271,40.538631439208984,0.0057947003881313975,0.03577522593938435,0.053089187826429095,0.13984817266464233,17.1772817631771,17.33622846561663,0.007061600685119629,0.21184802055358887
15,0.9662019136463672,0.8984636629288402,0.9350374720725944,0.8215979488916063,0.9622721685629344,0.9091464727743989,0.9708069866956088,0.895532366228389,0.9662019086465607,0.8984636579502029,0.9979091710758372,0.9927276234567901,0.0020908289198164963,0.007272376624556879,0.0020908289198164963,0.007272376624556879,42.0271315574646,0.005906360144061702,0.026834318468657633,0.055010648284639634,0.10153633753458659,18.168346571333593,17.50270547566018,0.007424561182657877,0.22273683547973633
16,0.9704939177857709,0.8995935606484339,0.9429023159729348,0.8251820942998981,0.9662597118715216,0.9089459877006801,0.97501573761399,0.8980755483412967,0.9704939127849096,0.8995935556709995,0.9981859567901235,0.9930699588477367,0.0018140432137962697,0.006930041142428915,0.0018140432137962697,0.006930041142428915,44.15591883659363,0.005148948201843138,0.02643059389277672,0.048254352807998654,0.10040644009908041,17.67375616366549,17.176090627273634,0.007739949226379395,0.23219847679138184
17,0.9700379594553602,0.8912327668996635,0.9421958656168745,0.8113015544162557,0.9666200832658504,0.9138124036643522,0.9736712632010642,0.8798989746876746,0.970037954454315,0.891232761933099,0.998138558201058,0.9926658950617283,0.0018614418035472877,0.007334104890469461,0.0018614418035472877,0.007334104890469461,42.56060600280762,0.005276426455072526,0.026060921120612573,0.04917692286627633,0.10876723329226176,18.109365782675233,16.7713907369507,0.011318516731262208,0.3395555019378662
18,0.9301234492909269,0.8597531320946904,0.8756419364189885,0.7819191903510188,0.9285591882934948,0.8748559074565244,0.9402538573281662,0.8710672588552401,0.9301234443175206,0.8597531272215918,0.9960499338624339,0.9895712448559674,0.003950066106959379,0.010428755145403557,0.003950066106959379,0.010428755145403557,41.09640598297119,0.011097029074361282,0.03734158091635133,0.10343149644987924,0.14024686813354492,17.774440308864666,17.203836743566974,0.00778961181640625,0.2336883544921875
19,0.9614464358028444,0.872904857015618,0.9261343717048045,0.7914651845523009,0.9585603362101226,0.9262506138372739,0.9649922890188303,0.8454941349792386,0.9614464308029862,0.8729048521066013,0.9976091269841273,0.9911512345679013,0.0023908730238742593,0.00884876550020029,0.0023908730238742593,0.00884876550020029,42.02877974510193,0.0067252448876388374,0.03446092615292097,0.06441316434315272,0.12709514498710633,18.131780166216316,17.356595352350453,0.008555094401041666,0.25665283203125
20,0.970312745035524,0.8693586057070841,0.9426256426865877,0.7877134632421404,0.9672230324440729,0.9107140468290679,0.973584480082153,0.8482715564407185,0.9703127400343868,0.8693586007854128,0.9980838844797179,0.990650205761317,0.0019161155258188955,0.009349794272566214,0.0019161155258188955,0.009349794272566214,41.38381791114807,0.005425666182834123,0.0376745556287157,0.050362456696374076,0.1306413968404134,17.552107442342088,17.481982303658725,0.006593767801920573,0.1978130340576172
21,0.9739996801046938,0.8784929167384596,0.9495183673778916,0.7998644235696458,0.9712046884068262,0.9108945509139705,0.9769447673734354,0.8656039216315516,0.9739996751034693,0.8784929118111784,0.9984039902998237,0.9914112654320988,0.0015960096992785112,0.00858873468338667,0.0015960096992785112,0.00858873468338667,42.627418518066406,0.004633858612006796,0.03530278099545588,0.04364817653383527,0.12150707840919495,18.09789265259582,17.276613798458232,0.008447813987731933,0.253434419631958
